id;lat;lon;x;y;tags
150;46.6628049;9.5764551;2763596.9335681824;1170181.092719737;"{""amenity"": ""parking"", ""parking"": ""surface""}"
151;46.663951;9.5734862;2763366.3274000525;1170302.2659360108;"{""amenity"": ""parking""}"
152;47.1551334;6.843192;2554844.508948997;1222856.9373755236;"{""amenity"": ""parking""}"
153;46.5142039;6.2606711;2509599.686474446;1152113.4509419617;"{""access"": ""yes"", ""amenity"": ""parking"", ""capacity"": ""30"", ""fee"": ""no"", ""parking"": ""surface""}"
154;46.6273031;7.389233;2596216.3072960856;1164007.2380372426;"{""amenity"": ""parking""}"
155;46.3343568;7.9948252;2642825.9028262678;1131591.8952759225;"{""amenity"": ""parking""}"
156;47.2865336;7.5182226;2606021.4746550918;1237296.61239362;"{""amenity"": ""parking""}"
157;47.2803729;7.5279076;2606754.919050195;1236612.4519435514;"{""access"": ""yes"", ""amenity"": ""parking""}"
158;47.2799667;7.5257018;2606588.0800378183;1236567.105415824;"{""amenity"": ""parking"", ""operator"": ""Restaurant"", ""operator:type"": ""unknown""}"
159;47.2803127;7.5282418;2606780.2118546446;1236605.7875103299;"{""amenity"": ""parking"", ""capacity"": ""5"", ""operator"": ""Volg"", ""parking"": ""surface""}"
160;47.2806184;7.5298746;2606903.7088607703;1236639.9158818987;"{""access"": ""customers"", ""amenity"": ""parking"", ""operator"": ""Hotel Kreuz""}"
161;47.2809591;7.5298239;2606899.829371412;1236677.7901268539;"{""access"": ""customers"", ""amenity"": ""parking"", ""operator"": ""Hotel Kreuz""}"
162;46.1030939;8.9610807;2717719.816181785;1106873.7003142831;"{""amenity"": ""parking""}"
163;46.110771;8.972986;2718623.564944976;1107744.9051660832;"{""amenity"": ""parking"", ""description"": ""spiazzo a lato strada, pu\u00f2 ospitare circa 5 auto."", ""fee"": ""no"", ""parking"": ""surface"", ""surface"": ""gravel""}"
164;46.1005027;8.9615863;2717764.497797327;1106586.459933203;"{""amenity"": ""parking""}"
165;46.0977601;8.9650212;2718036.006674933;1106286.7958592246;"{""amenity"": ""parking""}"
166;46.3343568;7.9948252;2642825.9028262678;1131591.8952759225;"{""amenity"": ""parking""}"
167;46.9895882;8.5498577;2684529.6637950568;1204878.699531261;"{""amenity"": ""parking""}"
168;47.0025884;8.6007372;2688378.328143981;1206379.8572960107;"{""amenity"": ""parking"", ""parking"": ""underground""}"
169;46.8157373;8.2835951;2664484.3343297667;1185300.4095052176;"{""amenity"": ""parking""}"
170;46.8206216;8.2836324;2664481.335529051;1185843.3886828658;"{""amenity"": ""parking"", ""parking"": ""street_side""}"
171;47.2747684;7.6001345;2612220.8061008514;1235998.0240669374;"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""no"", ""parking"": ""surface""}"
172;47.2667174;7.595251;2611853.064275544;1235102.1809722697;"{""amenity"": ""parking"", ""capacity"": ""4""}"
173;47.2747684;7.6001345;2612220.8061008514;1235998.0240669374;"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""no"", ""parking"": ""surface""}"
174;46.8829427;9.8742904;2785622.1971758315;1195305.9073205504;"{""access"": ""yes"", ""amenity"": ""parking"", ""capacity"": ""3"", ""fee"": ""yes"", ""parking"": ""surface""}"
175;47.2239123;7.2638812;2586764.878483918;1230346.4154813376;"{""amenity"": ""parking""}"
176;46.7955384;8.2705238;2663510.6151255826;1183044.4037464177;"{""amenity"": ""parking"", ""name"": ""Ches\u00e4lawand"", ""parking"": ""surface""}"
177;46.7955384;8.2705238;2663510.6151255826;1183044.4037464177;"{""amenity"": ""parking"", ""name"": ""Ches\u00e4lawand"", ""parking"": ""surface""}"
178;47.0192777;8.7515199;2699813.3239173046;1208415.8271095653;"{""amenity"": ""parking"", ""surface"": ""unpaved""}"
179;47.0160631;8.735562;2698606.1308816154;1208038.3253101702;"{""amenity"": ""parking""}"
180;47.0135053;8.7311562;2698275.8705659565;1207748.480592409;"{""amenity"": ""parking""}"
181;47.0160631;8.735562;2698606.1308816154;1208038.3253101702;"{""amenity"": ""parking""}"
182;47.0135053;8.7311562;2698275.8705659565;1207748.480592409;"{""amenity"": ""parking""}"
183;47.0067269;8.7321677;2698365.194614118;1206996.2824117003;"{""amenity"": ""parking""}"
184;47.0052507;8.7302404;2698221.3503371715;1206829.7784001725;"{""amenity"": ""parking"", ""fee"": ""no""}"
185;46.6026183;7.4498196;2600856.6945253303;1161261.9379596747;"{""amenity"": ""parking"", ""parking"": ""surface""}"
186;46.6026183;7.4498196;2600856.6945253303;1161261.9379596747;"{""amenity"": ""parking"", ""parking"": ""surface""}"
187;46.7955384;8.2705238;2663510.6151255826;1183044.4037464177;"{""amenity"": ""parking"", ""name"": ""Ches\u00e4lawand"", ""parking"": ""surface""}"
188;46.5909689;8.3211829;2667633.7383382358;1160346.7290408008;"{""amenity"": ""parking""}"
189;46.5909438;8.3216632;2667670.575936963;1160344.3529542284;"{""amenity"": ""parking""}"
190;46.5909689;8.3211829;2667633.7383382358;1160346.7290408008;"{""amenity"": ""parking""}"
191;46.5909438;8.3216632;2667670.575936963;1160344.3529542284;"{""amenity"": ""parking""}"
192;46.5909689;8.3211829;2667633.7383382358;1160346.7290408008;"{""amenity"": ""parking""}"
193;46.5909438;8.3216632;2667670.575936963;1160344.3529542284;"{""amenity"": ""parking""}"
194;46.5757768;8.3346818;2668687.461731994;1158669.718287895;"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""no""}"
195;46.5745738;8.3344464;2668670.943950298;1158535.7886012257;"{""amenity"": ""parking""}"
196;46.6535214;7.9530491;2639376.830638877;1167049.3003451156;"{""amenity"": ""parking"", ""capacity"": ""6"", ""parking"": ""surface""}"
197;46.6531153;7.9533139;2639397.395894076;1167004.2894101287;"{""amenity"": ""parking"", ""capacity"": ""6"", ""parking"": ""surface""}"
198;46.9061213;8.8425867;2706961.1177499304;1195957.999734926;"{""amenity"": ""parking""}"
199;46.9061213;8.8425867;2706961.1177499304;1195957.999734926;"{""amenity"": ""parking""}"
